"","Beach.ID","CalendarDate","County","Action","Reason","PossibleSource","MeasureType","WQ.Value","WQ.MeasureUnit","ecoliValue","ecoliUnit","EnterocValue","EnterocUnit","Reason.Elev_bact","closure","contamAd","Reason.Model","Reason.Other","Reason.Rainfall","Reason.Sewage","Source.CSO","Source.Other","Source.Runoff","Source.Spetic","Source.SSO","Source.Storm","Source.Unknown","Source.Wildlife","daysSinceJune1"
"7188","NY817008",2016-07-25,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
"7189","NY817008",2016-07-26,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
"7190","NY817008",2016-07-27,"SUFFOLK",0,0,0,"Enterococcus",NA,"-",NA,NA,NA,"-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56
"7191","NY817008",2016-07-28,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57
"7192","NY817008",2016-07-29,"SUFFOLK",3,4,6,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,58
"7193","NY817008",2016-07-30,"SUFFOLK",3,4,6,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,59
"7194","NY817008",2016-07-31,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
"7195","NY817008",2016-08-01,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61
"7196","NY817429",2016-06-01,"BRONX",NA,NA,NA,"Enterococcus",NA,"-",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"7197","NY817429",2016-06-01,"BRONX",NA,NA,NA,"Enterococcus",NA,"-",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"7198","NY817429",2016-06-07,"BRONX",NA,NA,NA,"Enterococcus",NA,"-",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"7199","NY817429",2016-06-14,"BRONX",NA,NA,NA,"Enterococcus",NA,"-",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
"7200","NY817429",2016-06-14,"BRONX",NA,NA,NA,"Enterococcus",4,"#/100ml",NA,NA,4,"#/100ml",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
"7201","NY817429",2016-06-21,"BRONX",NA,NA,NA,"Enterococcus",NA,"-",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20
"7202","NY817429",2016-06-21,"BRONX",NA,NA,NA,"Enterococcus",NA,"-",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20
"7203","NY817429",2016-06-21,"BRONX",NA,NA,NA,"Enterococcus",NA,"-",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20
"7204","NY817429",2016-06-28,"BRONX",NA,NA,NA,"Enterococcus",NA,"-",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27
"7205","NY817429",2016-07-06,"BRONX",NA,NA,NA,"Enterococcus",NA,"-",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35
"7206","NY817429",2016-07-12,"BRONX",NA,NA,NA,"Enterococcus",NA,"-",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41
"7207","NY817429",2016-07-19,"BRONX",NA,NA,NA,"Enterococcus",NA,"-",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48
"7208","NY817429",2016-07-25,"BRONX",NA,NA,NA,"Enterococcus",12,"#/100ml",NA,NA,12,"#/100ml",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54
"7209","NY818686",2016-06-01,"BRONX",0,0,0,"Enterococcus",48,"#/100ml",NA,NA,48,"#/100ml",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7210","NY818686",2016-06-01,"BRONX",0,0,0,"Enterococcus",160,"#/100ml",NA,NA,160,"#/100ml",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7211","NY818686",2016-06-02,"BRONX",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"7212","NY818686",2016-06-03,"BRONX",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"7213","NY818686",2016-06-04,"BRONX",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"7214","NY818686",2016-06-05,"BRONX",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"7215","NY818686",2016-06-06,"BRONX",3,4,6,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5
"7216","NY818686",2016-06-07,"BRONX",0,0,0,"Enterococcus",8,"#/100ml",NA,NA,8,"#/100ml",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"7217","NY818686",2016-06-08,"BRONX",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"7218","NY818686",2016-06-09,"BRONX",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"7219","NY818686",2016-06-10,"BRONX",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"7220","NY818686",2016-06-11,"BRONX",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"7221","NY818686",2016-06-12,"BRONX",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"7222","NY818686",2016-06-13,"BRONX",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"7223","NY818686",2016-06-14,"BRONX",0,0,0,"Enterococcus",4,"#/100ml",NA,NA,4,"#/100ml",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"7224","NY818686",2016-06-15,"BRONX",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"7225","NY818686",2016-06-16,"BRONX",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"7226","NY818686",2016-06-17,"BRONX",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"7227","NY818686",2016-06-18,"BRONX",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
"7228","NY818686",2016-06-19,"BRONX",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
"7229","NY818686",2016-06-20,"BRONX",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
"7230","NY818686",2016-06-21,"BRONX",0,0,0,"Enterococcus",NA,"-",NA,NA,NA,"-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
"7231","NY818686",2016-06-21,"BRONX",0,0,0,"Enterococcus",NA,"-",NA,NA,NA,"-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
"7232","NY818686",2016-06-22,"BRONX",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
"7233","NY818686",2016-06-23,"BRONX",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
"7234","NY818686",2016-06-24,"BRONX",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
"7235","NY818686",2016-06-25,"BRONX",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
"7236","NY818686",2016-06-26,"BRONX",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
"7237","NY818686",2016-06-27,"BRONX",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
"7238","NY818686",2016-06-28,"BRONX",0,0,0,"Enterococcus",56,"#/100ml",NA,NA,56,"#/100ml",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
"7239","NY818686",2016-06-29,"BRONX",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
"7240","NY818686",2016-06-30,"BRONX",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
"7241","NY818686",2016-07-01,"BRONX",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
"7242","NY818686",2016-07-02,"BRONX",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
"7243","NY818686",2016-07-03,"BRONX",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
"7244","NY818686",2016-07-04,"BRONX",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
"7245","NY818686",2016-07-05,"BRONX",3,4,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,34
"7246","NY818686",2016-07-06,"BRONX",3,4,1,"Enterococcus",12,"#/100ml",NA,NA,12,"#/100ml",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,35
"7247","NY818686",2016-07-06,"BRONX",3,4,1,"Enterococcus",12,"#/100ml",NA,NA,12,"#/100ml",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,35
"7248","NY818686",2016-07-07,"BRONX",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
"7249","NY818686",2016-07-08,"BRONX",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
"7250","NY818686",2016-07-09,"BRONX",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
"7251","NY818686",2016-07-10,"BRONX",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
"7252","NY818686",2016-07-11,"BRONX",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
"7253","NY818686",2016-07-12,"BRONX",0,0,0,"Enterococcus",NA,"-",NA,NA,NA,"-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
"7254","NY818686",2016-07-12,"BRONX",0,0,0,"Enterococcus",NA,"-",NA,NA,NA,"-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
"7255","NY818686",2016-07-12,"BRONX",0,0,0,"Enterococcus",NA,"-",NA,NA,NA,"-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
"7256","NY818686",2016-07-13,"BRONX",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
"7257","NY818686",2016-07-14,"BRONX",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
"7258","NY818686",2016-07-15,"BRONX",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
"7259","NY818686",2016-07-16,"BRONX",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
"7260","NY818686",2016-07-17,"BRONX",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
"7261","NY818686",2016-07-18,"BRONX",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
"7262","NY818686",2016-07-19,"BRONX",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
"7263","NY818686",2016-07-20,"BRONX",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
"7264","NY818686",2016-07-21,"BRONX",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
"7265","NY818686",2016-07-22,"BRONX",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51
"7266","NY818686",2016-07-23,"BRONX",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52
"7267","NY818686",2016-07-24,"BRONX",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
"7268","NY818686",2016-07-25,"BRONX",0,0,0,"Enterococcus",4,"#/100ml",NA,NA,4,"#/100ml",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
"7269","NY818686",2016-07-26,"BRONX",3,4,6,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,55
"7270","NY818686",2016-07-27,"BRONX",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56
"7271","NY818686",2016-07-28,"BRONX",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57
"7272","NY818686",2016-07-29,"BRONX",3,4,6,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,58
"7273","NY818686",2016-07-30,"BRONX",3,4,6,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,59
"7274","NY818686",2016-07-31,"BRONX",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
"7275","NY818686",2016-08-01,"BRONX",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61
"7276","NY826038",2016-06-01,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7277","NY826038",2016-06-02,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"7278","NY826038",2016-06-03,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"7279","NY826038",2016-06-04,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"7280","NY826038",2016-06-05,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"7281","NY826038",2016-06-06,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"7282","NY826038",2016-06-07,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"7283","NY826038",2016-06-08,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"7284","NY826038",2016-06-09,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"7285","NY826038",2016-06-10,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"7286","NY826038",2016-06-11,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"7287","NY826038",2016-06-12,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"7288","NY826038",2016-06-13,"SUFFOLK",0,0,0,"Enterococcus",NA,"-",NA,NA,NA,"-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"7289","NY826038",2016-06-14,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"7290","NY826038",2016-06-15,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"7291","NY826038",2016-06-16,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"7292","NY826038",2016-06-17,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"7293","NY826038",2016-06-18,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
"7294","NY826038",2016-06-19,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
"7295","NY826038",2016-06-20,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
"7296","NY826038",2016-06-21,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
"7297","NY826038",2016-06-22,"SUFFOLK",0,0,0,"Enterococcus",4,"#/100ml",NA,NA,4,"#/100ml",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
"7298","NY826038",2016-06-23,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
"7299","NY826038",2016-06-24,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
"7300","NY826038",2016-06-25,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
"7301","NY826038",2016-06-26,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
"7302","NY826038",2016-06-27,"SUFFOLK",0,0,0,"Enterococcus",NA,"-",NA,NA,NA,"-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
"7303","NY826038",2016-06-28,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
"7304","NY826038",2016-06-29,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
"7305","NY826038",2016-06-30,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
"7306","NY826038",2016-07-01,"SUFFOLK",0,0,0,"Enterococcus",4,"#/100ml",NA,NA,4,"#/100ml",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
"7307","NY826038",2016-07-02,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
"7308","NY826038",2016-07-03,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
"7309","NY826038",2016-07-04,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
"7310","NY826038",2016-07-05,"SUFFOLK",3,4,6,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,34
"7311","NY826038",2016-07-06,"SUFFOLK",3,4,6,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,35
"7312","NY826038",2016-07-07,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
"7313","NY826038",2016-07-08,"SUFFOLK",0,0,0,"Enterococcus",24,"#/100ml",NA,NA,24,"#/100ml",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
"7314","NY826038",2016-07-09,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
"7315","NY826038",2016-07-10,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
"7316","NY826038",2016-07-11,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
"7317","NY826038",2016-07-12,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
"7318","NY826038",2016-07-13,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
"7319","NY826038",2016-07-14,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
"7320","NY826038",2016-07-15,"SUFFOLK",0,0,0,"Enterococcus",800,"#/100ml",NA,NA,800,"#/100ml",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
"7321","NY826038",2016-07-16,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
"7322","NY826038",2016-07-17,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
"7323","NY826038",2016-07-18,"SUFFOLK",0,0,0,"Enterococcus",328,"#/100ml",NA,NA,328,"#/100ml",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
"7324","NY826038",2016-07-19,"SUFFOLK",1,1,6,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,48
"7325","NY826038",2016-07-20,"SUFFOLK",1,1,6,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,49
"7326","NY826038",2016-07-21,"SUFFOLK",1,1,6,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,50
"7327","NY826038",2016-07-22,"SUFFOLK",1,1,6,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,51
"7328","NY826038",2016-07-23,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52
"7329","NY826038",2016-07-24,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
"7330","NY826038",2016-07-25,"SUFFOLK",0,0,0,"Enterococcus",NA,"-",NA,NA,NA,"-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
"7331","NY826038",2016-07-26,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
"7332","NY826038",2016-07-27,"SUFFOLK",0,0,0,"Enterococcus",4,"#/100ml",NA,NA,4,"#/100ml",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56
"7333","NY826038",2016-07-27,"SUFFOLK",0,0,0,"Enterococcus",4,"#/100ml",NA,NA,4,"#/100ml",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56
"7334","NY826038",2016-07-28,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57
"7335","NY826038",2016-07-29,"SUFFOLK",3,4,6,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,58
"7336","NY826038",2016-07-30,"SUFFOLK",3,4,6,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,59
"7337","NY826038",2016-07-31,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
"7338","NY826038",2016-08-01,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61
"7339","NY835985",2016-06-01,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7340","NY835985",2016-06-02,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"7341","NY835985",2016-06-03,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"7342","NY835985",2016-06-04,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"7343","NY835985",2016-06-05,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"7344","NY835985",2016-06-06,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"7345","NY835985",2016-06-07,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"7346","NY835985",2016-06-08,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"7347","NY835985",2016-06-09,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
